ID,Caseid,Activity,Urgency,Impact,Priority,StartDate,EndDate,TicketStatus,UpdateDateTime,Duration,Origin,Class
8105,CS_513710,Construction,1,3,3,2023-02-12,2023-04-22,"On Hold","2024-05-03 16:28:25",69,"Bill B.",Change
8106,CS_585122,Construction,2,1,2,2023-03-03,2023-03-29,"Deployed Failed","2024-05-03 16:28:25",26,"Achmed M.",SR
8107,CS_928615,"Password Reset",1,3,3,2023-01-03,2023-02-21,"On Hold","2024-05-03 16:28:25",49,"Rona E.",Incident
8108,CS_957096,Construction,2,1,2,2023-05-10,2023-07-24,Deployed,"2024-05-03 16:28:25",75,"Joe S.",Incident
8109,CS_278792,Test,2,2,3,2023-06-27,2023-08-20,"On Hold","2024-05-03 16:28:25",54,"Rona E.",Incident
8110,CS_412264,"Password Reset",2,3,4,2023-02-25,2023-04-19,"On Hold","2024-05-03 16:28:25",53,"Rona E.",Incident
8111,CS_888015,Test,3,1,3,2023-06-02,2023-07-13,"In Process","2024-05-03 16:28:25",41,"George E.",SR
8112,CS_737165,"Password Reset",1,3,3,2023-04-02,2023-06-30,Open,"2024-05-03 16:28:25",89,"Bill B.",Problem
8113,CS_336412,"Password Reset",3,2,4,2023-05-24,2023-06-04,"In Process","2024-05-03 16:28:25",11,"Bill B.",Problem
8114,CS_865005,Test,3,3,5,2023-04-07,2023-04-25,"Deployed Failed","2024-05-03 16:28:25",18,"George E.",Problem
8115,CS_788332,Construction,2,3,4,2023-04-01,2023-04-26,"In Process","2024-05-03 16:28:25",25,"George E.",Problem
8116,CS_668644,Construction,3,2,4,2023-01-17,2023-02-08,Open,"2024-05-03 16:28:25",22,"Rona E.",Incident
8117,CS_404519,Test,1,3,3,2023-04-03,2023-04-04,"On Hold","2024-05-03 16:28:25",1,"Joe S.",SR
8118,CS_471150,Design,3,2,4,2023-03-28,2023-04-21,Deployed,"2024-05-03 16:28:25",24,"George E.",Incident
8119,CS_565869,Construction,2,1,2,2023-06-08,2023-09-16,Open,"2024-05-03 16:28:25",100,"Bill B.",SR
8120,CS_507548,Test,3,3,5,2023-06-13,2023-06-25,Deployed,"2024-05-03 16:28:25",12,"Joe S.",Problem
8121,CS_861972,"Password Reset",1,3,3,2023-05-10,2023-06-10,Open,"2024-05-03 16:28:25",31,"Rona E.",Change
8122,CS_485789,"Password Reset",2,1,2,2023-01-07,2023-02-27,"On Hold","2024-05-03 16:28:25",51,"Joe S.",SR
8123,CS_644010,"Password Reset",3,1,3,2023-03-11,2023-03-22,Open,"2024-05-03 16:28:25",11,"Joe S.",Problem
8124,CS_718501,Design,1,1,1,2023-04-25,2023-05-08,"Deployed Failed","2024-05-03 16:28:25",13,"Bill B.",SR
8125,CS_476583,"Password Reset",2,3,4,2023-01-21,2023-03-29,"Deployed Failed","2024-05-03 16:28:25",67,"Joe S.",Problem
8126,CS_384696,Construction,1,3,3,2023-05-27,2023-08-26,Open,"2024-05-03 16:28:25",91,"George E.",Change
8127,CS_560472,Design,1,1,1,2023-03-22,2023-04-30,"Deployed Failed","2024-05-03 16:28:25",39,"Joe S.",Incident
8128,CS_421448,Construction,2,1,2,2023-06-08,2023-08-06,Open,"2024-05-03 16:28:25",59,"Bill B.",SR
8129,CS_403280,"Password Reset",2,3,4,2023-04-26,2023-07-10,Open,"2024-05-03 16:28:25",75,"Achmed M.",Incident
8130,CS_207327,Test,3,2,4,2023-03-08,2023-06-14,Open,"2024-05-03 16:28:25",98,"Rona E.",Incident
8131,CS_253570,"Password Reset",1,3,3,2023-03-08,2023-04-27,"Deployed Failed","2024-05-03 16:28:25",50,"George E.",Incident
8132,CS_382008,"Password Reset",1,1,1,2023-04-11,2023-04-20,"On Hold","2024-05-03 16:28:25",9,"Achmed M.",SR
8133,CS_708664,"Password Reset",1,2,2,2023-01-18,2023-01-21,"On Hold","2024-05-03 16:28:25",3,"Bill B.",Change
8134,CS_240890,Construction,1,3,3,2023-04-05,2023-05-22,"Deployed Failed","2024-05-03 16:28:25",47,"Achmed M.",Problem
8135,CS_855133,Test,1,2,2,2023-04-30,2023-07-24,"In Process","2024-05-03 16:28:25",85,"Achmed M.",Change
8136,CS_882998,"Password Reset",2,2,3,2023-02-14,2023-03-04,"In Process","2024-05-03 16:28:25",18,"Bill B.",SR
8137,CS_137527,Construction,1,1,1,2023-06-05,2023-08-06,"Deployed Failed","2024-05-03 16:28:25",62,"George E.",Problem
8138,CS_734303,"Password Reset",1,2,2,2023-02-02,2023-04-02,"Deployed Failed","2024-05-03 16:28:25",59,"Joe S.",Change
8139,CS_591451,"Password Reset",1,1,1,2023-02-19,2023-03-25,"Deployed Failed","2024-05-03 16:28:25",34,"Joe S.",SR
8140,CS_587407,"Password Reset",1,2,2,2023-04-16,2023-04-21,"On Hold","2024-05-03 16:28:25",5,"Bill B.",Problem
8141,CS_382079,Test,2,2,3,2023-06-25,2023-07-24,Deployed,"2024-05-03 16:28:25",29,"Achmed M.",SR
8142,CS_957408,Design,3,3,5,2023-05-23,2023-05-26,Open,"2024-05-03 16:28:25",3,"Achmed M.",SR
8143,CS_389983,"Password Reset",2,2,3,2023-06-03,2023-06-26,"Deployed Failed","2024-05-03 16:28:25",23,"Rona E.",Problem
8144,CS_258320,Test,3,1,3,2023-04-25,2023-04-30,"Deployed Failed","2024-05-03 16:28:25",5,"Joe S.",Incident
8145,CS_958506,"Password Reset",3,2,4,2023-01-04,2023-04-12,"Deployed Failed","2024-05-03 16:28:25",98,"Bill B.",Incident
8146,CS_413068,Test,3,1,3,2023-06-14,2023-08-28,"Deployed Failed","2024-05-03 16:28:25",75,"Bill B.",Incident
8147,CS_507531,Design,1,3,3,2023-05-14,2023-08-13,"In Process","2024-05-03 16:28:25",91,"Bill B.",Problem
8148,CS_997932,Test,2,3,4,2023-01-27,2023-02-20,Deployed,"2024-05-03 16:28:25",24,"Rona E.",Incident
8149,CS_493983,Design,2,1,2,2023-03-09,2023-03-21,"In Process","2024-05-03 16:28:25",12,"Rona E.",SR
8150,CS_955206,Test,2,3,4,2023-05-15,2023-07-23,"Deployed Failed","2024-05-03 16:28:25",69,"George E.",Problem
8151,CS_340357,Test,1,3,3,2023-01-07,2023-03-21,"Deployed Failed","2024-05-03 16:28:25",73,"Achmed M.",Incident
8152,CS_898195,Test,3,2,4,2023-03-04,2023-04-19,Deployed,"2024-05-03 16:28:25",46,"Achmed M.",SR
8153,CS_409475,"Password Reset",1,1,1,2023-03-05,2023-06-09,Open,"2024-05-03 16:28:25",96,"Bill B.",Change
8154,CS_617431,Design,3,3,5,2023-02-16,2023-03-26,Open,"2024-05-03 16:28:25",38,"Achmed M.",Problem
8155,CS_322035,Test,1,1,1,2023-06-17,2023-08-11,"On Hold","2024-05-03 16:28:25",55,"Bill B.",Change
8156,CS_832797,"Password Reset",2,1,2,2023-05-26,2023-08-05,Deployed,"2024-05-03 16:28:25",71,"Joe S.",Incident
8157,CS_506731,Test,2,3,4,2023-05-13,2023-07-02,"Deployed Failed","2024-05-03 16:28:25",50,"Bill B.",Incident
8158,CS_362101,Construction,2,2,3,2023-05-10,2023-07-02,Deployed,"2024-05-03 16:28:25",53,"Rona E.",Problem
8159,CS_337107,Construction,1,3,3,2023-04-02,2023-04-24,"Deployed Failed","2024-05-03 16:28:25",22,"Achmed M.",Problem
8160,CS_989655,Design,1,1,1,2023-05-26,2023-07-07,"On Hold","2024-05-03 16:28:25",42,"Rona E.",Incident
8161,CS_856164,Test,3,3,5,2023-01-26,2023-02-21,Open,"2024-05-03 16:28:25",26,"Joe S.",Problem
8162,CS_794155,Construction,2,2,3,2023-04-25,2023-05-23,Open,"2024-05-03 16:28:25",28,"George E.",Change
8163,CS_120081,Design,2,1,2,2023-06-05,2023-08-24,Deployed,"2024-05-03 16:28:25",80,"George E.",Change
8164,CS_194772,"Password Reset",2,1,2,2023-05-15,2023-07-19,"On Hold","2024-05-03 16:28:25",65,"Joe S.",SR
8165,CS_264576,Test,3,2,4,2023-02-10,2023-02-19,"On Hold","2024-05-03 16:28:25",9,"Rona E.",Problem
8166,CS_743215,Construction,1,2,2,2023-06-12,2023-07-05,"In Process","2024-05-03 16:28:25",23,"Rona E.",Incident
8167,CS_305124,"Password Reset",3,3,5,2023-03-06,2023-04-09,Open,"2024-05-03 16:28:25",34,"Bill B.",Problem
8168,CS_967854,Design,1,1,1,2023-05-29,2023-07-07,"In Process","2024-05-03 16:28:25",39,"Rona E.",SR
8169,CS_760148,"Password Reset",3,3,5,2023-01-05,2023-03-15,Deployed,"2024-05-03 16:28:25",69,"George E.",Problem
8170,CS_565424,Test,3,2,4,2023-02-19,2023-03-16,"Deployed Failed","2024-05-03 16:28:25",25,"Bill B.",Problem
8171,CS_761103,"Password Reset",3,1,3,2023-02-05,2023-03-21,"On Hold","2024-05-03 16:28:25",44,"Joe S.",Change
8172,CS_189640,Design,2,1,2,2023-02-01,2023-05-11,Open,"2024-05-03 16:28:25",99,"Rona E.",SR
8173,CS_748313,Design,1,3,3,2023-03-10,2023-05-07,"Deployed Failed","2024-05-03 16:28:25",58,"George E.",Problem
8174,CS_313017,Test,1,3,3,2023-01-16,2023-04-11,Open,"2024-05-03 16:28:25",85,"Achmed M.",SR
8175,CS_659177,Construction,2,3,4,2023-03-18,2023-05-09,Open,"2024-05-03 16:28:25",52,"Bill B.",Incident
8176,CS_664875,"Password Reset",1,1,1,2023-03-11,2023-06-16,"On Hold","2024-05-03 16:28:25",97,"Joe S.",SR
8177,CS_914660,"Password Reset",3,2,4,2023-06-06,2023-06-10,Deployed,"2024-05-03 16:28:25",4,"Joe S.",Problem
8178,CS_899022,Construction,1,3,3,2023-03-14,2023-06-15,"In Process","2024-05-03 16:28:25",93,"Achmed M.",Problem
8179,CS_891162,Construction,3,1,3,2023-03-28,2023-04-05,"Deployed Failed","2024-05-03 16:28:25",8,"Achmed M.",Problem
8180,CS_272818,Design,2,2,3,2023-06-04,2023-06-11,Deployed,"2024-05-03 16:28:25",7,"George E.",Change
8181,CS_553013,Test,3,3,5,2023-01-14,2023-02-08,Open,"2024-05-03 16:28:25",25,"Joe S.",SR
8182,CS_118746,"Password Reset",3,2,4,2023-06-07,2023-07-07,"On Hold","2024-05-03 16:28:25",30,"George E.",Incident
8183,CS_551472,Design,2,1,2,2023-04-23,2023-07-07,"On Hold","2024-05-03 16:28:25",75,"Bill B.",SR
8184,CS_601616,Construction,2,3,4,2023-05-12,2023-07-17,"In Process","2024-05-03 16:28:25",66,"Bill B.",SR
8185,CS_127239,"Password Reset",1,1,1,2023-05-11,2023-07-01,"Deployed Failed","2024-05-03 16:28:25",51,"Rona E.",Change
8186,CS_557409,Test,3,1,3,2023-04-07,2023-07-15,"On Hold","2024-05-03 16:28:25",99,"George E.",Change
8187,CS_537234,"Password Reset",2,2,3,2023-04-10,2023-05-10,Deployed,"2024-05-03 16:28:25",30,"Bill B.",Problem
8188,CS_730524,Design,1,2,2,2023-05-02,2023-06-24,Deployed,"2024-05-03 16:28:25",53,"Joe S.",Incident
8189,CS_315139,Design,3,1,3,2023-06-13,2023-08-21,Open,"2024-05-03 16:28:25",69,"Joe S.",Problem
8190,CS_191549,"Password Reset",2,2,3,2023-06-07,2023-08-07,"In Process","2024-05-03 16:28:26",61,"Bill B.",Change
8191,CS_249680,Design,3,1,3,2023-04-14,2023-04-23,"On Hold","2024-05-03 16:28:26",9,"Rona E.",SR
8192,CS_526059,Construction,3,2,4,2023-04-14,2023-07-20,Deployed,"2024-05-03 16:28:26",97,"George E.",Change
8193,CS_599806,Design,3,3,5,2023-02-23,2023-03-20,Open,"2024-05-03 16:28:26",25,"Rona E.",Problem
8194,CS_480171,Test,1,3,3,2023-04-06,2023-07-11,"On Hold","2024-05-03 16:28:26",96,"Rona E.",SR
8195,CS_168552,Construction,3,2,4,2023-04-14,2023-07-15,"In Process","2024-05-03 16:28:26",92,"George E.",Problem
8196,CS_201900,Design,2,2,3,2023-03-01,2023-04-01,"Deployed Failed","2024-05-03 16:28:26",31,"Bill B.",Problem
8197,CS_826477,Construction,2,1,2,2023-01-09,2023-01-18,"In Process","2024-05-03 16:28:26",9,"Rona E.",Incident
8198,CS_870547,Test,3,1,3,2023-03-22,2023-06-05,"On Hold","2024-05-03 16:28:26",75,"Bill B.",Change
8199,CS_684548,Test,1,2,2,2023-05-11,2023-05-27,"Deployed Failed","2024-05-03 16:28:26",16,"Rona E.",SR
8200,CS_389541,Test,3,2,4,2023-02-10,2023-04-19,Open,"2024-05-03 16:28:26",68,"Rona E.",SR
8201,CS_546840,Test,2,2,3,2023-01-21,2023-04-26,Open,"2024-05-03 16:28:26",95,"George E.",SR
8202,CS_225801,Construction,2,1,2,2023-04-01,2023-05-20,"Deployed Failed","2024-05-03 16:28:26",49,"George E.",Problem
8203,CS_104258,Design,2,2,3,2023-05-09,2023-07-01,"Deployed Failed","2024-05-03 16:28:26",53,"George E.",Incident
8204,CS_665967,"Password Reset",1,1,1,2023-02-03,2023-04-01,"Deployed Failed","2024-05-03 16:28:26",57,"Joe S.",SR
8205,CS_777342,Construction,1,2,2,2023-01-31,2023-02-06,Deployed,"2024-05-03 16:28:26",6,"Achmed M.",Incident
8206,CS_513419,Test,1,3,3,2023-02-15,2023-04-29,"Deployed Failed","2024-05-03 16:28:26",73,"Joe S.",SR
8207,CS_976975,Construction,2,1,2,2023-01-21,2023-01-27,Open,"2024-05-03 16:28:26",6,"Joe S.",Problem
8208,CS_891892,Construction,3,2,4,2023-05-17,2023-05-28,"On Hold","2024-05-03 16:28:26",11,"Rona E.",SR
8209,CS_461675,Test,3,3,5,2023-01-23,2023-02-26,"On Hold","2024-05-03 16:28:26",34,"George E.",SR
8210,CS_400687,Test,3,2,4,2023-06-17,2023-08-25,"In Process","2024-05-03 16:28:26",69,"Achmed M.",SR
8211,CS_585410,Construction,3,2,4,2023-05-05,2023-05-10,"In Process","2024-05-03 16:28:26",5,"Rona E.",Change
8212,CS_662234,"Password Reset",3,2,4,2023-03-04,2023-04-11,"On Hold","2024-05-03 16:28:26",38,"George E.",Incident
8213,CS_357243,Design,2,1,2,2023-04-29,2023-07-01,"Deployed Failed","2024-05-03 16:28:26",63,"Rona E.",Incident
8214,CS_835085,Test,2,2,3,2023-04-24,2023-05-01,"On Hold","2024-05-03 16:28:26",7,"George E.",Change
8215,CS_509381,"Password Reset",3,1,3,2023-05-04,2023-08-11,"In Process","2024-05-03 16:28:26",99,"Achmed M.",SR
8216,CS_176415,Design,3,3,5,2023-01-14,2023-04-14,"On Hold","2024-05-03 16:28:26",90,"Achmed M.",SR
8217,CS_372382,Construction,2,1,2,2023-01-06,2023-03-31,"In Process","2024-05-03 16:28:26",84,"George E.",Change
8218,CS_431435,Construction,3,2,4,2023-01-20,2023-03-15,"Deployed Failed","2024-05-03 16:28:26",54,"Bill B.",Change
8219,CS_703148,Test,1,3,3,2023-06-16,2023-08-25,"In Process","2024-05-03 16:28:26",70,"Joe S.",Problem
8220,CS_967275,Design,2,2,3,2023-02-24,2023-03-27,"On Hold","2024-05-03 16:28:26",31,"Achmed M.",Problem
8221,CS_755498,Construction,3,2,4,2023-01-10,2023-02-09,"In Process","2024-05-03 16:28:26",30,"Achmed M.",Change
8222,CS_207494,"Password Reset",1,3,3,2023-03-12,2023-04-15,Open,"2024-05-03 16:28:26",34,"George E.",SR
8223,CS_503939,Construction,3,2,4,2023-05-23,2023-06-05,Open,"2024-05-03 16:28:26",13,"Joe S.",Change
8224,CS_169275,"Password Reset",2,3,4,2023-02-19,2023-05-23,"On Hold","2024-05-03 16:28:26",93,"Bill B.",Problem
8225,CS_198056,Construction,2,2,3,2023-01-07,2023-04-11,"In Process","2024-05-03 16:28:26",94,"George E.",Problem
8226,CS_265197,Test,3,2,4,2023-06-23,2023-07-19,"In Process","2024-05-03 16:28:26",26,"Joe S.",SR
8227,CS_616704,Test,3,3,5,2023-01-06,2023-02-21,Deployed,"2024-05-03 16:28:26",46,"Rona E.",SR
8228,CS_379746,Design,1,1,1,2023-02-14,2023-04-12,Deployed,"2024-05-03 16:28:26",57,"Rona E.",Incident
8229,CS_598841,Construction,1,1,1,2023-03-31,2023-05-17,"On Hold","2024-05-03 16:28:26",47,"Rona E.",Change
8230,CS_645072,Construction,1,1,1,2023-02-27,2023-05-18,"On Hold","2024-05-03 16:28:26",80,"Rona E.",Problem
8231,CS_769374,Construction,2,2,3,2023-03-31,2023-06-26,Open,"2024-05-03 16:28:26",87,"Rona E.",Change
8232,CS_282827,"Password Reset",3,1,3,2023-01-25,2023-03-20,"Deployed Failed","2024-05-03 16:28:26",54,"Bill B.",SR
8233,CS_885147,"Password Reset",3,2,4,2023-02-04,2023-03-16,Open,"2024-05-03 16:28:26",40,"Rona E.",Change
8234,CS_477023,"Password Reset",1,1,1,2023-02-28,2023-03-23,"In Process","2024-05-03 16:28:26",23,"Joe S.",Incident
8235,CS_651738,Design,3,1,3,2023-06-12,2023-07-24,Open,"2024-05-03 16:28:26",42,"Bill B.",SR
8236,CS_390006,Test,2,1,2,2023-05-29,2023-07-02,"Deployed Failed","2024-05-03 16:28:26",34,"George E.",Change
8237,CS_839378,Design,1,3,3,2023-01-06,2023-03-10,Deployed,"2024-05-03 16:28:26",63,"Bill B.",Incident
8238,CS_853269,Design,2,1,2,2023-02-18,2023-04-26,Deployed,"2024-05-03 16:28:26",67,"Bill B.",Problem
8239,CS_142249,Test,3,3,5,2023-06-28,2023-08-19,"On Hold","2024-05-03 16:28:26",52,"Bill B.",Change
8240,CS_908254,Design,2,3,4,2023-03-14,2023-06-11,Deployed,"2024-05-03 16:28:26",89,"George E.",Incident
8241,CS_865638,Construction,2,1,2,2023-06-26,2023-09-01,"On Hold","2024-05-03 16:28:26",67,"George E.",SR
8242,CS_515407,Design,2,2,3,2023-04-01,2023-05-13,Deployed,"2024-05-03 16:28:26",42,"George E.",Change
8243,CS_284250,Test,3,1,3,2023-02-14,2023-03-28,"On Hold","2024-05-03 16:28:26",42,"Rona E.",Problem
8244,CS_649047,Test,3,1,3,2023-01-20,2023-02-07,"On Hold","2024-05-03 16:28:26",18,"Achmed M.",SR
8245,CS_877841,"Password Reset",3,2,4,2023-01-10,2023-03-28,"Deployed Failed","2024-05-03 16:28:26",77,"Bill B.",Problem
8246,CS_257257,Test,1,3,3,2023-06-05,2023-06-26,"In Process","2024-05-03 16:28:26",21,"Bill B.",Problem
8247,CS_705916,Test,1,2,2,2023-06-25,2023-07-30,"Deployed Failed","2024-05-03 16:28:26",35,"George E.",Incident
8248,CS_131478,Construction,1,3,3,2023-05-28,2023-07-28,"On Hold","2024-05-03 16:28:26",61,"Joe S.",SR
8249,CS_673914,Design,3,2,4,2023-02-22,2023-05-15,"On Hold","2024-05-03 16:28:26",82,"Achmed M.",Change
8250,CS_124836,Design,3,3,5,2023-05-04,2023-06-18,"In Process","2024-05-03 16:28:26",45,"Rona E.",Incident
8251,CS_903577,Design,2,3,4,2023-01-24,2023-04-18,Deployed,"2024-05-03 16:28:26",84,"Joe S.",Change
8252,CS_529360,Design,3,3,5,2023-03-26,2023-06-12,Deployed,"2024-05-03 16:28:26",78,"Bill B.",Problem
8253,CS_682581,Design,2,2,3,2023-04-16,2023-06-11,"On Hold","2024-05-03 16:28:26",56,"Bill B.",Incident
8254,CS_299202,Test,1,2,2,2023-01-11,2023-01-26,"In Process","2024-05-03 16:28:26",15,"Joe S.",SR
8255,CS_141785,Design,2,2,3,2023-04-22,2023-05-28,"On Hold","2024-05-03 16:28:26",36,"Achmed M.",SR
8256,CS_625376,Construction,2,1,2,2023-02-27,2023-04-03,"In Process","2024-05-03 16:28:26",35,"Rona E.",Change
8257,CS_139437,Design,1,3,3,2023-03-20,2023-05-02,Open,"2024-05-03 16:28:26",43,"George E.",SR
8258,CS_760445,Test,1,1,1,2023-02-13,2023-04-29,Open,"2024-05-03 16:28:26",75,"Achmed M.",Incident
8259,CS_536247,"Password Reset",1,3,3,2023-03-13,2023-06-12,"In Process","2024-05-03 16:28:26",91,"Achmed M.",Incident
8260,CS_922159,Test,1,2,2,2023-02-01,2023-04-08,Open,"2024-05-03 16:28:26",66,"Joe S.",Incident
8261,CS_626289,Construction,2,3,4,2023-06-14,2023-07-24,Open,"2024-05-03 16:28:26",40,"George E.",SR
8262,CS_252503,Construction,3,1,3,2023-05-07,2023-07-22,Open,"2024-05-03 16:28:26",76,"Bill B.",SR
8263,CS_942217,Design,2,2,3,2023-06-28,2023-08-28,"Deployed Failed","2024-05-03 16:28:26",61,"George E.",Incident
8264,CS_548303,Test,1,2,2,2023-01-14,2023-02-20,"In Process","2024-05-03 16:28:26",37,"Joe S.",Change
8265,CS_815470,Design,1,1,1,2023-03-06,2023-03-24,"On Hold","2024-05-03 16:28:26",18,"George E.",Change
8266,CS_708535,"Password Reset",2,2,3,2023-03-03,2023-06-05,Open,"2024-05-03 16:28:26",94,"Achmed M.",Problem
8267,CS_622393,Design,2,3,4,2023-02-25,2023-03-01,"In Process","2024-05-03 16:28:26",4,"George E.",SR
8268,CS_833971,Design,2,1,2,2023-01-30,2023-03-05,Open,"2024-05-03 16:28:26",34,"Bill B.",Incident
8269,CS_515474,Construction,2,1,2,2023-02-14,2023-02-28,Open,"2024-05-03 16:28:26",14,"Joe S.",SR
8270,CS_858000,Design,3,2,4,2023-06-09,2023-07-11,"On Hold","2024-05-03 16:28:26",32,"Achmed M.",Change
8271,CS_493018,Construction,1,3,3,2023-03-21,2023-06-09,"In Process","2024-05-03 16:28:26",80,"Bill B.",Problem
8272,CS_191946,Construction,2,1,2,2023-02-15,2023-05-09,"Deployed Failed","2024-05-03 16:28:26",83,"George E.",Incident
8273,CS_177607,Design,2,3,4,2023-01-23,2023-03-22,"In Process","2024-05-03 16:28:26",58,"Joe S.",SR
8274,CS_687211,Construction,1,2,2,2023-04-21,2023-05-14,Open,"2024-05-03 16:28:26",23,"George E.",Incident
8275,CS_809939,Test,3,2,4,2023-05-20,2023-05-23,"Deployed Failed","2024-05-03 16:28:26",3,"Joe S.",SR
8276,CS_844608,Design,1,2,2,2023-03-30,2023-06-21,Open,"2024-05-03 16:28:26",83,"Bill B.",Incident
8277,CS_616720,Test,3,2,4,2023-04-21,2023-05-13,Open,"2024-05-03 16:28:26",22,"George E.",Problem
8278,CS_601802,"Password Reset",1,3,3,2023-04-04,2023-06-26,"On Hold","2024-05-03 16:28:26",83,"Bill B.",Problem
8279,CS_143389,Test,1,1,1,2023-02-13,2023-02-25,"Deployed Failed","2024-05-03 16:28:26",12,"Joe S.",Problem
8280,CS_901626,"Password Reset",3,2,4,2023-04-04,2023-05-21,"In Process","2024-05-03 16:28:26",47,"Rona E.",Change
8281,CS_199320,Test,3,2,4,2023-01-30,2023-03-20,Deployed,"2024-05-03 16:28:26",49,"Rona E.",Problem
8282,CS_921058,Design,2,3,4,2023-02-21,2023-04-20,Deployed,"2024-05-03 16:28:26",58,"Rona E.",Incident
8283,CS_262216,"Password Reset",3,2,4,2023-01-17,2023-04-15,"Deployed Failed","2024-05-03 16:28:26",88,"Rona E.",Change
8284,CS_267913,Test,3,1,3,2023-06-05,2023-06-07,Open,"2024-05-03 16:28:26",2,"George E.",Problem
8285,CS_452502,Design,2,3,4,2023-04-15,2023-04-20,"On Hold","2024-05-03 16:28:26",5,"Joe S.",Problem
8286,CS_428616,"Password Reset",3,1,3,2023-03-06,2023-05-29,"On Hold","2024-05-03 16:28:26",84,"Rona E.",SR
8287,CS_839038,"Password Reset",1,3,3,2023-04-26,2023-07-13,"In Process","2024-05-03 16:28:26",78,"Joe S.",Incident
8288,CS_645593,"Password Reset",3,2,4,2023-01-01,2023-02-25,"In Process","2024-05-03 16:28:26",55,"George E.",Change
8289,CS_167273,Test,1,2,2,2023-04-21,2023-06-02,"Deployed Failed","2024-05-03 16:28:26",42,"Joe S.",Change
8290,CS_703060,Design,2,2,3,2023-05-27,2023-07-05,Open,"2024-05-03 16:28:26",39,"George E.",SR
8291,CS_201824,Construction,3,1,3,2023-06-07,2023-09-09,"Deployed Failed","2024-05-03 16:28:26",94,"Joe S.",SR
8292,CS_645660,Construction,1,2,2,2023-03-10,2023-04-11,"On Hold","2024-05-03 16:28:26",32,"Joe S.",Incident
8293,CS_967389,Design,2,1,2,2023-04-15,2023-07-18,Open,"2024-05-03 16:28:26",94,"Achmed M.",Incident
8294,CS_174786,Test,3,1,3,2023-01-06,2023-01-16,"On Hold","2024-05-03 16:28:26",10,"Rona E.",Problem
8295,CS_312670,"Password Reset",3,3,5,2023-05-27,2023-06-22,Open,"2024-05-03 16:28:26",26,"Achmed M.",Change
8296,CS_889924,Construction,1,1,1,2023-04-25,2023-07-01,"Deployed Failed","2024-05-03 16:28:26",67,"Rona E.",Problem
8297,CS_460921,Design,2,2,3,2023-03-28,2023-06-29,"On Hold","2024-05-03 16:28:26",93,"Rona E.",SR
8298,CS_746770,Design,3,2,4,2023-01-21,2023-03-10,Deployed,"2024-05-03 16:28:26",48,"Achmed M.",Problem
8299,CS_202845,Test,2,1,2,2023-06-18,2023-07-10,Deployed,"2024-05-03 16:28:27",22,"Bill B.",Incident
8300,CS_527347,"Password Reset",1,3,3,2023-03-18,2023-04-13,"In Process","2024-05-03 16:28:27",26,"George E.",Change
8301,CS_814629,Construction,2,3,4,2023-04-07,2023-04-15,"Deployed Failed","2024-05-03 16:28:27",8,"Bill B.",SR
8302,CS_994181,Design,2,2,3,2023-04-22,2023-06-22,"In Process","2024-05-03 16:28:27",61,"Rona E.",SR
8303,CS_996978,"Password Reset",1,3,3,2023-02-06,2023-04-21,Deployed,"2024-05-03 16:28:27",74,"Joe S.",Change
8304,CS_126489,Construction,2,1,2,2023-06-18,2023-09-20,"Deployed Failed","2024-05-03 16:28:27",94,"Bill B.",Problem
8305,CS_629238,Test,3,3,5,2023-04-21,2023-07-01,Open,"2024-05-03 16:28:27",71,"Rona E.",Problem
8306,CS_709650,Design,3,3,5,2023-06-09,2023-08-05,"Deployed Failed","2024-05-03 16:28:27",57,"Achmed M.",Incident
8307,CS_774328,Design,3,3,5,2023-05-19,2023-08-11,"In Process","2024-05-03 16:28:27",84,"Joe S.",Change
8308,CS_275839,Design,1,3,3,2023-05-05,2023-06-11,"On Hold","2024-05-03 16:28:27",37,"Achmed M.",Change
8309,CS_162710,Design,1,2,2,2023-04-22,2023-07-20,Open,"2024-05-03 16:28:27",89,"Rona E.",Incident
8310,CS_443877,Test,2,2,3,2023-02-27,2023-03-31,"On Hold","2024-05-03 16:28:27",32,"Joe S.",Problem
8311,CS_257134,Construction,2,3,4,2023-06-06,2023-07-28,"Deployed Failed","2024-05-03 16:28:27",52,"Joe S.",Change
8312,CS_650334,Design,1,1,1,2023-04-28,2023-06-19,"Deployed Failed","2024-05-03 16:28:27",52,"Rona E.",Incident
8313,CS_869541,Test,2,3,4,2023-04-08,2023-05-02,Open,"2024-05-03 16:28:27",24,"Joe S.",SR
8314,CS_787023,"Password Reset",3,1,3,2023-04-17,2023-05-25,"In Process","2024-05-03 16:28:27",38,"George E.",Incident
8315,CS_781647,Construction,2,3,4,2023-05-01,2023-05-08,"Deployed Failed","2024-05-03 16:28:27",7,"Achmed M.",Change
8316,CS_275820,Construction,3,3,5,2023-01-28,2023-04-04,"In Process","2024-05-03 16:28:27",66,"Achmed M.",Problem
8317,CS_699131,Design,3,1,3,2023-06-21,2023-07-04,Open,"2024-05-03 16:28:27",13,"George E.",Problem
8318,CS_461956,Design,2,3,4,2023-01-04,2023-01-26,Open,"2024-05-03 16:28:27",22,"Achmed M.",Incident
8319,CS_100186,Design,1,2,2,2023-06-18,2023-08-09,Deployed,"2024-05-03 16:28:27",52,"Joe S.",Change
8320,CS_859678,Construction,1,2,2,2023-04-04,2023-06-30,"In Process","2024-05-03 16:28:27",87,"Bill B.",Change
